batch_id,payload
73,"10149/002089/9619/17859/001464/014648/1611/06381/7466/009607/1655/02053/001550/006667/10506/107/1978/6610/0018864/5894/0017208/8735/4943/2150/17132/2731/0007584/010309/2853/0001078/2830/0013641/717/0005706/005595/015762/8067/0015/0010500/9463/0008911/5637/10400/7525/13858/07733/2220/002965/016684/013591/0019041/19774/0011578/1634/19352/10530/17391/8136/19494/9576/009252/1640/1322/012490/011376/001094/1360/18965/0016644/04240/014830/15317/19988/10759/013305/1283/19134/019921/10799/11247/002267/017421/16956/1942/6608/017853/15507/5717/6452/0004367/004127/0003360/09075/0011741/0016790/02850/011408/05621/437/02251/17647/13457/6707/7942/011065/16137/7121/14227/2339/6792/15721/1337/013900/7009/05930/0011288/16050/251/3012/0005477"
74,"1970/4815/463/09079/13919/0019636/0014061/0015739/14503/830/7258/001134/3778/505/14390/0012889/0017007/018072/01517/19113/14871/016890/0011733/4793/6386/12203/1977/18075/19571/15567/7257/004769/5526/03891/8355/00102/3978/16810/002395/011661/17142/2521/0015091/05022/3879/5293/11920/0017813/5116/19468/001934/7663/7991/07187/7200/5493/009435/0010697/10248/003445/1618/0019560/6213/17607/14203/3549/122/826/17928/14532/16015/18076/016978/3643/0018521/508/8361/03916/0015083/16571/017297/0016287/0989/06416/0009106/0000286/012794/09286/0016561/8985/15212/5677/8352/3461/18721/008900/19771/02659/0005532/006568/09535/015330/9439/0014939/7348/06810/07537/003793/19507/3302/11911/10002/607/002418/0007940/13302/0010034/08871/011494/9698"
75,"0726/0017894/8760/14387/08548/1528/0008704/18383/013355/002574/0007630/12633/17122/13353/3727/0010605/0006455/94/5309/8495/04473/013001/0014358/0012482/0011739/19374/03752/07754/17153/1609/2608/0016848/19410/02200/0857/15047/13548/4408/17012/013723/017831/12062/17531/6059/005190/0014664/09925/0008547/02601/1429/04541/09944/10519/13206/0017074/013632/3918/03364/15999/0000352/14847/8297/15928/71/9324/12182/007900/11325/5888/416/06297/18813/1645/11658/06000/10101/09461/9338/1155/9756/03031/1092/002444/0010177/3932/7306/2258/011748/0015952/10479/002881/05977/004660/985/0011207/09850/198/0005000/401/015917/010108/12859/5579/03426/015037/9077/11088/006494/001291/09675/07909/019152/6780/0012879/003515/019902/6273/6671/19654/016069"
76,"6118/6953/5103/008907/10812/0018889/07343/16542/01451/00667/12099/006361/0005301/17340/0014683/13908/015496/10397/019147/13449/0018905/007086/3019/0015405/2660/15581/9437/009045/17549/971/12753/0013655/05096/0017671/014276/06683/15531/0015169/19956/009587/011410/016835/2914/15736/018022/01056/496/1042/15560/4869/06597/0007631/015522/0013996/9444/7869/004007/015340/4189/08962/6226/0001805/9114/9108/17807/05985/0014560/13301/13165/04724/0011714/0002883/0011587/7195/16788/15906/13967/14540/0019782/001161/1022/011403/18647/15688/06055/12927/014261/00678/2015/0014181/19949/018458/0012370/001474/016723/3113/02648/09834/003924/07756/8112/16229/0008543/15171/015125/11438/009222/4382/6271/16633/0016690/4467/0013509/0017210/0016574/19370/00440/18964/6972/19228"
77,"008308/2050/012500/13401/16119/11442/010520/1882/005641/11443/18139/07947/0059/6283/17135/14278/10782/038/0003457/15757/18664/13039/3838/16592/0041/9830/18589/03046/0008984/9361/08845/14890/228/004321/1671/11531/0004995/12735/14335/0015036/04390/8655/11971/06865/13132/0015572/16967/016035/14092/4070/0017788/9984/4596/0014314/008432/16062/10712/11633/6747/7028/5968/3959/19726/13278/06459/018513/3166/017305/0768/009982/019222/973/005232/14791/010556/7862/07994/013870/19928/0016077/18769/0016792/015155/4749/04516/015835/19294/2120/14912/002512/003264/19591/0016026/1052/4605/015661/14356/4165/19332/16720/3831/6920/01554/06614/008113/4101/0003001/0015298/15213/0015230/16997/0015947/9826/3202/6237/013876/0013713/14980/12855/14924"
78,"0976/19163/2277/5990/0018195/12395/008960/0007320/0018720/2144/0017404/7140/0014237/7837/0015506/2229/0695/001183/011053/7933/0012545/18315/004978/02899/002140/1760/0011895/5653/14753/13447/0012615/12489/13205/0001839/009358/006079/0017136/0017023/15227/006637/013295/7528/08063/0002132/14208/00368/019118/0008912/018276/014247/5028/13086/03594/19816/493/165/1328/08116/14201/0819/018194/14989/14680/2263/6364/16505/12893/1783/16683/007684/5905/0018655/16658/003242/15518/0019686/02125/13296/16482/017076/8901/6873/14835/16044/18029/011822/7282/10172/016719/09522/13639/7709/12856/18370/19310/0011927/04542/019177/6065/0012894/11448/8403/0002151/12344/16739/6325/6774/6143/19448/5299/17829/01570/0013113/01485/14698/14733/09539/4219/253/380"
79,"01987/011694/1656/018246/2398/003677/19011/7298/0010092/0010163/14822/4376/11418/15388/10591/7954/1967/16710/1512/16422/4915/171/0003334/0017590/16767/4118/6431/006370/0001565/019980/02892/013249/16305/014720/06460/2177/829/02810/18147/9631/0012180/04166/0001960/18800/408/4543/18497/00824/018490/10307/19923/0012791/0008137/13062/8209/7808/00904/005407/0013550/010202/0019685/5405/011802/013834/004303/10451/13182/11852/012521/17390/0018741/17291/1771/9960/15350/1/0002862/4507/0012706/02332/11683/1830/0014460/0010343/11776/02365/8367/1937/002328/011953/2255/009503/0014020/18346/05470/999/0018912/4858/4320/7997/02545/008993/007392/0017231/19193/5242/0005100/015492/02043/13704/0014896/17028/5382/019992/0015381/001063/18471/6306/09941/8517"
80,"16837/16420/741/0015139/7596/09968/14453/9907/12403/0013122/2884/2186/4032/15079/06717/008481/14764/11814/10909/000842/014710/4537/0016179/10154/0011843/17667/1661/7387/0007345/2744/017411/1991/017655/014029/02064/0014345/05790/8702/02455/02121/17078/2224/18371/0019140/0011148/05387/0001344/0009352/000337/05529/15864/0019505/06697/014993/015009/5024/10331/0015352/3437/3048/0011682/003129/6812/11477/019338/008596/0018221/0004849/0426/16296/3526/017251/303/7075/003107/12574/13184/0012958/16353/5163/13815/06387/8350/0019316/12143/15836/018920/6354/0014130/0011158/004500/05044/18665/1287/4191/18776/11124/14324/17846/0015246/06786/09033/2451/12628/3777/8643/0013604/0015652/9196/4193/016524/8885/16167/0007328/9066/004282/15832/11956/19168/19880"
81,"1249/10243/0015064/2722/19939/8503/18032/13951/02248/16820/017808/183/012207/0366/840/19634/17714/009903/015237/208/1444/09087/008925/9703/14982/15505/0019180/011064/0006657/7180/0012252/019419/19224/13745/6082/16494/08669/19393/0011289/4669/15610/11115/03442/0010404/15706/19506/0000730/0015962/13759/02412/8299/11912/002748/019896/17980/003946/14760/19744/010121/16922/0012635/0015942/0002326/0005030/0017266/019738/1384/09680/0017775/0012014/0012209/1095/016570/0000777/0016000/016604/0019016/3089/0014021/8017/2776/19232/018696/6113/18124/04975/017085/016374/1787/15830/19122/08371/07711/12076/2950/17726/662/017461/012271/07007/9924/0009806/8816/13287/15515/0012043/07261/12217/8999/0013852/3432/010196/10557/5210/008942/15277/004465/0011735/18999/938"
82,"0013123/003655/19220/2675/0010910/015770/010336/0014521/0010801/0017081/4923/0012905/016102/005071/7377/0018516/13440/0008994/13859/3246/0011359/0001674/05442/0012680/8167/9930/005427/12148/0018660/019102/19324/04362/0012468/015745/0012097/08303/152/3002/0174/002769/018324/008881/07965/0018405/0015964/13594/7285/10902/15032/15532/9792/8857/18853/12215/13064/02799/019645/0004561/015585/17869/9139/592/8738/0010361/8150/4900/003174/9099/11186/0016021/16808/6307/4412/3907/14076/18487/0005640/9474/15995/11660/12243/008021/17611/1506/19895/8128/15640/17029/10049/04462/0016152/011456/03576/017539/16300/4744/7480/18402/16546/02107/01493/17865/0012660/3555/7055/03372/7198/0010459/014135/19138/10677/10217/08520/374/00375/12537/10718/09550/18181/02647"
83,"3518/2118/12527/01408/10247/17130/8109/006855/1466/0008529/6773/0008429/003385/003730/5539/3668/4291/7600/00455/3763/0010792/13507/19158/019787/011559/10722/0005162/0009788/0016902/10609/014856/18566/19851/15533/9867/0018881/07652/6316/0017204/9203/07611/19566/5011/0003574/0013722/17290/14652/007395/7489/17766/5675/0010734/18755/0013463/00910/018142/11890/7559/002054/19602/014458/3759/014984/2031/7623/2777/12107/554/1172/0011540/1101/02632/5169/0012595/856/0013563/06996/11283/1229/0016695/0010607/018903/1363/1983/10376/0017429/0013782/3206/7677/4280/15135/004888/11102/4264/18118/4175/07297/7752/13162/3309/12424/008325/019084/15245/06093/001263/16004/0016669/11643/288/013664/12013/9022/1380/2753/011940/007448/5237/12056/16770"
84,"008577/12915/0014591/4715/0005681/18224/2127/11474/0017978/018121/314/0012450/12386/8818/15389/09652/03038/02459/15070/15289/014548/11302/014729/14431/10984/06372/17494/8690/01330/13583/011145/13846/005447/4618/10088/0012564/7015/5634/6256/015403/0005635/014638/007701/19399/0019659/14022/15134/18559/013561/6473/11968/6110/0006758/2735/5943/016087/15397/2044/4110/1540/005432/492/14589/92/11874/000242/7342/10531/3251/10508/00974/0010653/15475/0016802/10103/3003/0017742/1125/018515/7761/13540/10074/002225/3917/7571/0016301/12197/15887/8726/0019733/2876/11877/11285/0015691/014940/01274/0012365/13725/14565/005129/18035/8773/16984/0002494/1579/0018037/0663/003704/000145/7189/002866/07820/0018706/10464/19915/10252/0010709/10985/3747/406"
85,"05725/0011567/013419/19818/011074/011263/0002578/0007475/1084/2097/14790/15022/2536/4987/11880/02049/5522/5829/10901/09827/011017/009962/14265/0007467/14245/11416/1499/0010694/16886/019959/008588/13044/4201/2764/04485/12161/16060/0015001/14745/006412/019255/6304/0009035/6857/04704/8791/016504/5366/0006636/013239/2115/017489/7484/10482/10544/1519/12746/015816/4510/002117/9704/15366/18208/016256/3530/4679/944/003708/4852/2317/18279/6771/0019632/756/07510/979/0019597/10031/14143/19391/1389/5252/011096/19186/1910/005937/17915/0013065/0002241/0013428/09169/4038/0017892/12478/02676/14350/09694/1828/0001135/1538/0013451/8623/0005480/2467/6797/02315/7304/11032/05479/3709/13661/03726/3525/08153/16475/11903/10249/360/0003685/0013351"
86,"0013152/6915/003719/001248/6801/0019387/16741/14200/18158/4107/06241/8591/004481/011345/10496/12289/00825/10686/6296/0011061/018215/15667/015253/8936/4209/008763/762/01684/0014806/0011815/0008840/0012762/2458/14469/18550/17106/00255/001959/13502/5992/2919/2091/016822/14077/14051/7915/5065/462/12057/0015225/708/317/8927/18321/0014719/628/0002898/18387/07555/06389/4484/009074/0014861/0004232/012538/16213/16982/6970/03714/6088/10785/5732/4603/023/0007076/2147/19680/0007373/7463/044/8207/10770/823/0018300/2710/7779/012420/08531/3546/432/2804/4911/5513/0014832/017252/04440/19769/3280/1470/8073/04899/0017059/012773/7112/2377/19704/0007844/0014814/9441/15729/0017755/9448/15601/12613/15582/08917/009415/002099/11398/4597"
87,"0002872/0002522/2537/13535/04633/0010600/17139/1754/4196/012874/11087/03022/017631/17258/13682/012248/15682/9207/001976/236/2651/11392/08251/5171/7550/7758/05724/17351/09007/005645/18408/15730/19812/12339/0019342/16560/18436/3096/002466/494/9462/0017902/18996/6179/5369/19051/008983/18305/3834/6676/1546/885/011679/4058/5310/06827/9218/7321/4866/0011668/4938/013012/2231/0015668/06694/10056/09595/05098/19977/012713/18649/06367/016948/5394/004565/14910/9281/1127/15742/17061/02840/018231/5255/0018136/0015222/0018041/03542/003410/18480/15679/0010897/0006617/19377/05074/13224/11664/545/15048/0004142/4774/07691/0014552/0015331/9905/12245/7021/8656/13663/6723/4764/0017744/15878/007370/9224/008008/0007280/1982/5890/14950/19605"
88,"006983/8374/015157/9221/0013496/1633/010904/012406/0011965/0003732/013504/017049/0009741/005847/007984/014584/016572/11727/18209/16150/217/15290/3635/17140/13153/017540/19994/18132/5546/4148/3404/9412/012626/1876/07569/16636/014381/05233/6527/00763/0019913/19049/05294/0007609/18873/909/10936/14807/0014452/0010402/16312/15065/008701/3007/919/0007025/3296/004727/019763/13979/17014/7988/01190/17684/015635/7389/2771/0019397/019993/15568/011036/3481/04442/1694/18524/012712/13698/7989/010407/019485/0018960/3570/009560/8559/0011800/1260/004999/15564/009314/012459/6253/04393/2986/083/7267/4257/0011037/2734/0011277/010046/14979/11049/0018831/004208/1616/14205/7974/0016983/5662/7447/13938/7696/15107/06480/16196/0010373/14043/18636/19805/017500"
89,"001353/010745/016945/3511/0010434/018176/0013885/16461/11185/15434/3378/009300/0010714/007017/0015435/0435/3374/16933/017167/4328/1182/17934/017311/0012133/008860/8474/17410/6177/5280/37/07910/17415/12159/002263/0015535/004202/0016280/05384/2048/016342/0012222/005574/001789/0019766/10878/0008469/10639/2634/6036/11100/011720/11199/02309/6748/1622/9904/13520/5178/7572/11806/8201/665/0014308/5506/5013/471/07514/12788/0017073/13000/0014716/4456/0013085/016258/013758/2134/19446/014468/4636/15046/09665/018477/55/018438/12281/011695/7659/06496/03665/19493/12599/3052/1231/1205/07102/7139/0016072/003115/6520/0007254/3637/14465/2887/3187/0018992/2677/8869/04845/14547/13965/18401/0015002/2046/13903/011245/6139/003354/0017787/8514/527"
90,"08059/12218/017662/07022/15437/8598/8628/03131/005730/16567/019481/2268/12609/699/05264/47/268/10009/15905/0014014/5072/0012498/10708/03852/9677/9774/4022/19653/11784/7319/5555/12065/7614/3742/9393/17751/012412/0013838/8004/016345/19840/17625/014668/4828/008789/0016104/16/6214/18341/0018287/4595/019550/0012899/02996/015914/0015738/15911/12977/13335/18875/08018/002827/5115/17629/15694/09953/0012964/5010/19698/14730/0002336/003906/18074/0019406/17686/6401/9755/016806/13037/0018803/4525/11478/0008609/1981/18452/01026/4211/8423/9699/5079/008493/3087/0017795/14613/13143/017737/10137/0772/6644/010224/12836/13495/10490/19463/14252/12509/0011662/12818/8759/0009407/011238/13437/0013497/0011858/09696/10264/450/14436/18229/16924"
91,"6674/2943/11652/0008940/8980/10920/00324/018482/17567/5639/0010982/06895/14868/7647/06519/17786/008835/15378/14167/6795/017961/0013262/464/14954/0018314/14081/002273/827/010352/09734/10730/5617/0010128/13564/1276/09843/11690/0018781/12818/8887/93/005486/01264/13962/1607/016672/2170/011840/012652/05132/7344/0006602/017947/9368/004019/008310/0015902/002864/3375/4897/009554/0017011/0013940/7385/0017728/12516/7805/018093/12996/18936/002812/3999/14810/005603/02485/49/19196/11094/4312/017030/12991/0018228/014711/1585/4222/07872/18933/15504/13566/13538/9958/010230/11861/17155/0003699/5333/18048/006152/008802/19458/9340/7499/16009/4049/10384/0009662/19050/0019734/012130/13579/0016964/09187/9501/555/13739/0011966/0011568/10850/8604/5524"
92,"10204/9305/01030/225/05490/18893/14999/0012246/10791/0005341/05149/0009608/10841/19286/008601/019206/0001589/004338/16132/9749/0017344/019473/0013884/019866/4905/4495/01187/10171/0018313/003935/14134/009727/3179/11201/16210/16123/7519/0013615/012342/0002473/3209/1968/16176/7604/16517/323/0017126/01318/594/17398/0012567/4594/0003333/0019613/16840/0011432/0014041/18005/19129/14118/009003/451/010215/2483/10193/7978/003626/003694/3657/003647/16641/12196/5117/03633/012798/269/11613/5842/2448/16467/14938/9154/015248/12902/17924/12775/0015781/00992/16266/18168/6814/019532/14876/02893/001606/0014573/1162/017273/6201/012745/11343/11365/0013481/39/13865/3692/06449/1560/0003605/6279/0004833/13744/18568/16818/12993/001739/0009757/17960/17888/15853"
93,"0013984/1418/1587/12723/10619/0012231/0018431/19479/4535/17374/7065/5041/12264/11007/13814/06939/227/5438/9488/4424/14095/00066/14419/0016548/3344/2342/015055/014511/12389/0012990/13376/8125/001000/13458/009152/5767/0012644/0002570/16895/11564/14632/0019044/18409/015362/14090/15188/008409/0016071/005571/2465/3049/5123/13686/11475/0013674/5578/16453/6352/14248/011334/6209/710/970/18445/13072/523/08334/6638/016134/14709/12890/7831/15140/4486/1915/3541/19173/17687/0755/06437/13510/18942/0014219/0016996/012341/19558/5692/0004075/0019293/01413/13576/007366/018870/15321/1706/9470/018429/04324/15296/004827/602/0010999/3285/12703/5934/02685/14318/13541/3715/06255/2558/10118/7376/5392/6942/11925/003286/19440/7660/009014"
94,"10727/15498/14467/0003762/011558/0001224/12445/016470/07686/11948/14875/0002643/009815/0006647/16961/16591/2524/011042/015026/05212/0009881/0002971/14942/8896/014943/007787/10981/0013906/5201/16500/011725/06729/0017174/2126/0008565/17371/16729/11028/15041/1614/05423/3660/0014069/019839/167/18874/8620/17040/02350/18675/17484/13081/19696/12942/0017253/16011/0016916/5080/14422/0010768/017068/19951/15524/1227/15556/007302/04930/0017754/17046/10604/7810/00981/7742/0016861/18056/0019420/005687/3595/11433/000745/2728/0010277/6363/17490/12041/10070/5657/011687/08442/8115/019455/08430/0016380/12119/0015618/12380/19038/1802/0006227/19779/13580/0014385/0007300/12972/18931/7776/03669/4918/3500/0007386/0016378/10456/3387/6931/0010620/06419/2063/0012261/270/8377"
95,"12930/4105/2069/19968/0016712/018137/0014415/0014183/0017089/05805/19979/016896/02373/16873/04132/0013387/2296/10077/0012232/05699/013203/14901/8892/7697/7785/2409/19373/7239/9163/08557/5775/018935/0003273/12860/0017668/19998/10729/0010143/03977/013696/19080/011079/06703/16352/5751/7005/17942/12188/5755/03761/14038/09791/17521/500/61/0004073/04734/983/0011536/1605/0017768/0006912/19385/018943/0016932/0011932/0008882/342/0006746/8179/8937/0013063/02180/01045/018189/14074/13590/6075/10008/02167/0006335/8574/4404/6414/011141/5545/9672/1415/07867/02419/13096/3328/0018200/0019059/16446/7356/9613/10994/9134/10455/0010405/16737/010574/012436/952/005752/14848/0007207/15536/0014063/8981/2077/15731/3614/10612/12843/0018268/06618/0018991/019850"
96,"2287/10507/9525/6378/15910/012408/14161/18771/2815/0013426/14988/16619/03697/0003198/0012880/0011543/6562/0355/0019106/029/0018446/4520/9332/18807/9777/2/04703/5884/0008448/8812/02795/01216/9201/18151/1678/02383/02905/15578/4117/1460/13455/11173/16358/0019510/7251/9234/0016681/05508/14482/08945/7441/0015985/0009742/012878/15654/4077/0551/011226/0012487/14129/0015754/00560/18752/2948/16238/14317/7446/5223/16612/017337/09447/12304/0015873/04906/08285/01529/19284/12836/3724/18/2800/17005/0018837/019854/04403/13448/007071/8118/438/19280/007213/15444/019123/6802/11120/0947/04671/11707/003322/2760/213/8768/17027/10781/18441/17124/0321/007263/0018811/0012396/6665/19358/19276/08686/18672/0004509/014103/18705/0015229/9591"
97,"11313/1473/0003514/13256/01844/0009411/05185/018767/05500/4729/9889/3369/2783/6472/010359/9186/00537/12337/19372/689/4848/015606/0015697/11797/2854/13099/136/11167/1564/04590/2397/8713/1666/259/10950/0017640/0018972/011563/018206/012585/012012/15351/3923/18026/1591/6331/18511/150/0009487/14429/12771/017272/0019759/0018949/7027/06699/9521/12940/19424/05975/6468/014873/0016177/3973/06641/010086/5006/0003744/0427/07658/15142/01381/15242/019261/15630/005402/0012059/0011866/0015131/12496/14165/431/02788/0018317/0017509/0002276/5600/075/04341/0006438/17072/7093/13116/19189/07784/16082/7635/7859/0014105/006690/03338/00924/0003377/0011459/0002924/14492/013146/2138/13645/005721/05429/8462/0016564/18643/18692/0004216/16955/02945/9986/5723"
98,"4838/014042/019045/010142/4345/0004071/06261/06580/011295/0014633/782/0011181/6693/4450/09038/2806/001810/08286/7912/6653/0010194/0007641/013878/13543/1484/0011954/14971/10012/002033/14653/012675/1545/0015500/0010625/7661/16096/13881/4021/12776/01985/17608/573/019799/15690/11452/006890/8545/15473/19790/8500/4637/003250/4969/014215/0019438/0010279/03620/1851/11073/005856/9135/5921/0013705/8206/011939/6997/15655/10450/680/13875/3781/011047/2705/006896/02918/00265/13211/14566/016765/014274/13656/17761/6569/3137/14895/11548/0017179/0014224/013729/0008049/012529/013886/17516/0015849/11488/16328/005189/8836/4979/16910/0017289/012124/007563/012183/0008528/02761/9543/6770/11406/7495/5378/0001628/016992/016029/5596/019885/000308/15703/0011254/4104"
99,"9594/6466/1884/0013209/08011/10804/2596/0014432/534/8539/05881/004829/013772/4078/11602/8805/3951/016437/0001393/000226/12470/014929/0015695/004198/0018462/12662/17881/04962/017646/001430/9156/9957/0016121/9728/0012063/05441/11891/012363/15528/010073/1918/9446/0297/17909/13610/6946/19611/15799/01673/012381/0016174/13746/7365/6163/7955/01720/10983/14411/19225/16842/5938/0013274/13332/10390/17816/0016569/005509/1200/6544/12127/0027/5820/17356/0013666/0018962/0016204/16209/16094/0016092/1038/04534/6561/014843/06269/7673/3006/9299/010005/6346/0018854/13390/10521/017623/19195/02852/8568/01150/009570/011251/0011092/10357/014650/1269/0015220/8592/3407/014391/18606/0063/11276/8913/0013368/0016205/17839/010055/18596/5984/08991/08706/1812"
100,"5175/17982/0016385/10472/03565/04204/03278/00884/10866/4046/10882/11510/0010415/012437/0016877/9814/17131/7223/16673/0018727/011462/12978/16986/754/0018968/5917/0015776/015984/18046/0016670/0001270/000575/19249/0013304/007184/8544/18946/0018400/16017/0012602/014784/011672/4434/15141/3736/0017683/0014267/19651/15710/8752/0014133/8905/019754/04136/08825/007585/9708/6350/2987/0016624/1999/003615/002240/0015788/1526/15452/5053/4740/5688/13289/015491/8813/010828/16957/018975/19765/0011756/677/007888/11068/013534/16615/019285/7669/016097/014882/4536/011264/11522/13993/07078/8033/0011605/17663/03079/5107/0014027/3508/03904/2847/14957/0013154/006885/004613/07968/0019526/5802/15805/13671/351/8711/00897/0015448/0019005/009130/04515/16510/8482/013227/5738"
101,"11015/16815/16116/0008281/00386/04225/5697/13149/02100/875/16171/7181/018614/1423/009967/12576/007766/3749/0004394/017211/8675/5359/017950/291/1060/15629/4247/6044/1275/019010/03527/17065/4126/0014808/0016024/14553/598/867/17990/17471/003233/015674/019630/013445/13897/09260/1278/018785/13413/0010974/14277/13406/8597/04389/17358/1969/0015200/14892/005568/0010704/0524/014515/3144/4352/015384/07324/13487/7540/013554/5388/0010312/0017205/9421/06129/0012731/15898/18633/5120/0002762/11637/0006148/0017108/9065/1936/0007883/17561/17968/18267/15599/07174/14571/16192/08477/789/0014053/006142/0017352/0010219/0010093/04949/3993/6026/005361/0413/17184/7347/16471/2977/1835/16552/0008780/17966/9601/09989/18698/006964/5609/19069/0017819/0013214"
102,"02555/16243/6017/0019607/7770/18814/15607/06006/0014894/014182/238/6764/006045/0016649/0012384/0005191/02056/0010124/011746/0019728/0411/15812/18393/12020/0012507/10468/004502/08670/002896/0019541/12552/0015203/003389/09336/15016/004001/2205/2410/5791/016113/17717/14941/3353/014234/0012286/8946/0017823/003499/8724/794/5981/6033/5148/009259/011972/0008615/011883/010267/3589/8203/18021/9739/10675/017518/002793/0675/017901/8688/6685/0014857/0000783/10724/6800/8595/0008260/0014985/07679/2747/14618/0001758/06288/015061/0003323/0011244/017328/008461/673/004800/0017762/15008/3240/0011819/8765/8282/4538/009549/013668/18440/12417/18756/16459/015154/10069/15416/16762/16716/003624/015436/17691/17325/4210/11657/0015881/0016203/6126/018134/03989/15367/8511/19205"
103,"2055/11804/0016960/10554/14101/016634/4125/5997/004831/2274/004448/017071/003036/06243/05118/0010777/7508/2196/1217/0048/006759/1465/017992/14620/010970/927/008134/13248/0017339/17681/0018303/013354/14470/19776/019359/15893/004730/0013142/10990/11998/248/4171/12623/18188/72/010273/12032/14520/014343/6137/17609/0005258/757/8725/016028/1242/14057/06799/018601/19266/9900/13172/17475/07890/0017017/252/13288/002890/8183/17323/006117/6820/02073/1669/2907/3013/02076/0015992/1685/007483/14880/3926/18350/06150/2678/2036/17366/0007957/0011423/0010465/13652/2610/0010876/18172/0014788/0015263/4335/2047/135/018421/01508/9098/03927/018260/08165/0015779/5367/5834/0017326/0011701/446/5851/04687/1775/0872/14037/13841/4554/08828/4663"
104,"4160/8834/08633/18888/2781/19548/003568/10222/11997/10166/11807/6709/4705/0013195/017232/19265/014065/17455/11067/11125/002142/0012392/019423/001698/73/0018966/1778/8525/14544/15326/565/10824/018753/12809/4823/0002548/0017294/0011610/07587/5702/0011768/0003071/2533/13770/1898/0014708/015756/006280/0015720/02094/0012068/6658/0011364/0018658/18762/10805/6464/0012221/0012994/17434/013830/09494/018353/0016643/03817/4601/16610/07731/10062/2982/0014442/11675/13386/0012875/1358/0010063/1355/19825/009845/8602/14502/11580/17877/0001234/16789/006984/016362/9227/7457/12870/0007083/0013501/216/0013188/008024/2304/18217/18055/09872/18125/131/12330/017669/5933/06862/16444/0010022/016706/019668/0011941/02426/5716/3226/00553/2609/9424/8117/10502/07233/0263"
105,"14295/0006242/15451/3318/1840/19282/0004426/0017809/018169/09327/835/13228/16443/13973/0018113/9317/13948/008415/3178/0000635/16711/16271/19241/0019647/9690/017315/16456/03237/17388/0001822/12616/003611/012757/14606/014337/003159/0008705/10027/10603/019405/123/0011108/07337/3895/0017024/005958/08541/3126/9296/02471/0017520/9094/12313/019182/009001/018554/0012614/0016371/18258/005663/0019275/0019003/5964/12674/01719/5033/6787/0009580/0016110/6190/011719/0018197/00202/5731/17363/14416/05380/08538/02910/13631/14925/0006314/9852/09897/0016226/843/13271/011024/012971/15628/0011728/12673/0016431/2179/2870/09/0017847/10233/10889/0019862/0019459/13999/00378/005164/08047/0010291/8919/00514/0014734/2013/9257/004337/9693/019935/563/19917/0015804/19819/0015765/3729"
106,"8976/735/15103/10036/2178/0010048/9524/10208/1044/17931/12088/0014397/5623/0019718/0003376/13218/0144/18714/19112/0019390/19033/14889/11431/0015099/2902/7860/15577/0004974/0011801/2979/006037/16609/04556/19093/11969/18002/9313/3223/0005926/13324/14746/02509/15297/011706/17069/0018068/0012210/3755/13946/3784/403/0019780/18740/04503/0010366/06551/19689/4758/0018693/019745/017644/11310/9921/8108/001412/0016898/8293/08099/10148/0012229/0010287/0010568/6578/17994/4973/0013036/7262/00402/019273/0015211/6635/13298/3688/16953/0005335/12328/2182/19291/007590/2906/0002585/6733/0017883/08160/5503/0002022/4250/13430/10925/017300/0016163/0019899/0626/014883/0861/3950/019971/019637/4333/12418/5654/3163/990/04212/02498/10756/4875/19216/16488/5950"
107,"2010/02897/011931/14705/00111/9922/002084/0003402/11686/3982/12512/0012316/10926/0013749/6924/15179/3298/13565/09006/015105/0013453/19430/16341/410/12839/004053/0012684/18640/0008572/017013/17515/9895/7826/0018227/9840/8748/4137/13783/2439/17493/0015838/19365/03/9254/13061/17329/0012808/001539/15760/008243/010039/17588/005601/4020/019804/0010754/7089/017580/5364/016866/0009637/0015833/19244/014909/1660/3015/8015/018000/1203/14946/11381/8246/12523/013845/01818/07107/11820/12528/08952/0017205/6252/4931/001629/09829/4301/15204/6211/12632/0016787/3938/07325/019298/12307/11347/06368/5774/12907/005957/0016589/2605/01156/0015598/9966/05742/0016056/013159/6836/0011977/05959/03687/01857/0018673/0011306/495/08861/06052/10499/0007465/14854/0019434"
108,"5718/4167/06948/8339/11223/14838/13849/9063/1074/18726/009342/12475/017470/13136/06043/0006478/7490/1391/012815/09211/279/3132/7014/0369/19586/15371/5620/01572/347/15847/7274/19264/18245/9621/4113/5253/9070/03787/11424/9710/4682/0014296/10596/0017552/17053/5807/12617/11950/788/4508/0007235/04154/15912/09717/06965/0016193/09460/0001952/018233/000125/10851/5058/11473/13822/15043/6388/10717/6456/17563/2518/17199/002288/006933/15402/11097/15148/4608/0011765/210/0016620/000453/16412/6025/19624/12431/0016294/1258/0012072/0002242/12834/8958/00504/17884/19772/017386/6796/2443/011189/12696/7402/10845/0013225/07082/2737/16051/0014072/0007072/190/03303/0010553/1019/415/06027/08263/0013460/005779/007687/16856/25/3271"
